ESN,GP_MA,HC_MA,T2,EGT_RAW,VIBS,GS_VIBS,RUL,date
A1,12.57105774115332,4.82025047974996,641.99,392,-4.237153789572015,1.1430231255578942,155,2022-02-06
A1,5.513413977146086,5.88173857627641,641.93,392,-5.130245174224613,-0.3049518527688622,154,2022-02-07
A1,8.535784122645628,4.553950212075941,642.01,392,-6.288346749664618,-0.6983356730410396,153,2022-02-08
A1,8.09790331002743,6.538826975813847,642.24,392,-6.3233702179780975,0.3614256976731711,152,2022-02-09
A1,14.592974233275095,3.075070589482667,642.4,392,-3.983756222157428,-0.0910959035619149,151,2022-02-10
A1,5.631925054406183,4.671688343336683,642.12,392,-5.958866507978108,0.9113959305643642,150,2022-02-11
A1,3.1749729319126985,4.736791117140355,642.24,392,-4.590058480183738,0.8547166151330474,149,2022-02-12
A1,10.285362316091684,5.974584951342957,641.93,392,-6.35602288092691,1.5847538678524058,148,2022-02-13
A1,11.009631214258713,4.260108040102912,642.53,393,-6.555427622345553,-1.0867806791044008,147,2022-02-14
A1,9.8040018211667,5.4487008905035,642.43,393,-6.862907626280624,1.8608058270619408,146,2022-02-15
A1,12.541244922223528,5.9569340068728005,642.21,392,-3.5621365657616715,-0.967132214689166,145,2022-02-16
A1,6.989876204741791,4.709296660262639,641.89,392,-2.9862536797369774,-0.2785517212917609,144,2022-02-17
A1,5.895189152184021,5.163224904416665,642.23,392,-4.625913735393759,-1.1710588436454703,143,2022-02-18
A1,12.202951968530552,6.059702418869942,642.77,392,-3.7054051121844913,-0.4621622960576089,142,2022-02-19
A1,7.999944174632336,5.424922338194691,642.81,393,-3.50356569284743,0.5422531152904182,141,2022-02-20
A1,0.4751723442404661,5.5348270908936446,642.76,391,-3.494617356053088,-0.0993692798329426,140,2022-02-21
A1,6.590803916433494,6.685788421932357,642.61,392,-2.9302679510787653,-0.0202894822675293,139,2022-02-22
A1,10.593965164036964,4.2360242497957605,642.42,392,-4.581741538466917,1.9009014105366904,138,2022-02-23
A1,9.332171915263352,5.26378988593612,642.41,392,-4.727767883685053,-0.2059262210671499,137,2022-02-24
A1,9.289414612703444,5.300783385813458,642.49,391,-6.686779221107222,1.8179340535936608,136,2022-02-25
A1,12.800797120805075,5.465524215104889,642.13,392,-5.739299727575432,0.8614688131920638,135,2022-02-26
A1,5.606112065852844,4.487691945317342,641.9,390,-4.4076885097774765,-0.4678254481467137,134,2022-02-27
A1,14.704831218001203,2.2024350163160284,642.33,392,-3.372676432204172,1.3460222049694752,133,2022-02-28
A1,5.087446056432628,4.808493761523599,642.34,393,-6.338434133079827,-0.6159140791362249,132,2022-03-01
A1,9.256592894734789,4.526049677903436,642.1,391,-3.876152436490365,-0.0103411411584455,131,2022-03-02
A1,6.534574568837973,5.9341731141849605,642.17,391,-0.8694859969441877,0.8295523243657712,130,2022-03-03
A1,15.660585712890382,5.545202566796367,642.6,394,-6.5876345554828974,-0.589533118153754,129,2022-03-04
A1,6.187922429109457,4.999600701885282,642.23,391,-5.189000073272218,-1.936417428296913,128,2022-03-05
A1,11.724297620530596,6.270459994575652,642.28,392,-3.9418372582519936,-1.7508085106377786,127,2022-03-06
A1,8.903538456279056,5.7321982635152,642.5,391,-3.0746631038600114,-0.5303452699462372,126,2022-03-07
A1,12.931296767161712,4.363834719443059,642.33,393,-2.611227858188245,0.0954500362095175,125,2022-03-08
A1,3.222050492219811,5.3887998840226565,642.51,392,-5.418740027275912,-0.9414942659120754,124,2022-03-09
A1,12.494304188378663,3.483125382866058,642.44,392,-7.782453448272388,0.1520088341822954,123,2022-03-10
A1,4.5413231394105855,5.453597264983762,642.22,392,-2.8337671699130422,-1.4220282044292811,122,2022-03-11
A1,6.635614635341677,6.435501457224836,642.21,391,-3.245876157949969,-0.7080255117348391,121,2022-03-12
A1,13.567398887457523,3.790296362206473,642.41,391,-4.383047830807685,-0.4257415305476481,120,2022-03-13
A1,12.375855789814224,4.3979478697719685,642.29,391,-7.244556669872888,-0.3568639238625552,119,2022-03-14
A1,14.142489520552385,4.34171511031587,642.96,392,-4.9179405761387125,-1.2273214408000983,118,2022-03-15
A1,7.699823182885663,3.919757405160276,641.96,392,-2.3387645273284234,0.9564219790069304,117,2022-03-16
A1,10.942459590381914,4.638753065778241,642.21,390,-3.1304387765383472,-0.7269264639898391,116,2022-03-17
A1,9.177880026681589,5.493838225270308,642.55,393,-3.5293786910243865,0.4805253731567111,115,2022-03-18
A1,7.815046770967107,5.83524765590662,641.99,392,-6.841459080522559,-2.244401179550432,114,2022-03-19
A1,6.148895475731628,5.0550822696240445,642.12,394,-5.066412746701605,0.5584391774286456,113,2022-03-20
A1,11.247183065399913,5.699288914383823,641.94,392,-1.8709962200547512,0.6205643192885669,112,2022-03-21
A1,8.901341410595927,4.570414286447425,642.73,392,-6.9134526996155286,-0.6520387827170951,111,2022-03-22
A1,0.8583550523451304,3.763944712956037,642.04,393,-8.190576247618129,0.4985257376722536,110,2022-03-23
A1,6.692842307342291,6.443671250685258,642.66,391,-4.625799279615981,0.7554703333162578,109,2022-03-24
A1,7.354034280590272,3.85813908016314,642.64,392,-5.0583360474772086,-0.0014282615717262,108,2022-03-25
A1,9.876156502274766,4.184540564440543,642.28,392,-3.9027699815832735,-1.1968315505201492,107,2022-03-26
A1,10.647918526976396,4.7097836692551285,641.84,394,-5.47020694070948,0.8246448937222794,106,2022-03-27
A1,12.616508012095634,5.327689548258987,642.33,391,-5.733448216911952,0.1058491938724272,105,2022-03-28
A1,5.089956224070697,5.8476024997077625,641.96,392,-6.099331059463728,0.1264339957271557,104,2022-03-29
A1,8.014369650450016,5.485436604484459,642.24,392,-4.984729449723566,-0.1464362416272689,103,2022-03-30
A1,7.789147067939321,4.136281335945704,642.67,391,-6.5680486466103964,0.3479204832887981,102,2022-03-31
A1,14.91815241201706,3.9384864424908415,641.98,394,-5.560675071485336,0.8627408496209109,101,2022-04-01
A1,9.247463569638258,4.9153247176035935,642.89,392,-3.637306534768688,-0.4471945874273617,100,2022-04-02
A1,7.458839340815072,4.438945869127366,642.85,392,-7.945928193801542,-1.0314143627975234,99,2022-04-03
A1,6.4549125855801295,2.2832949786514782,642.45,393,-2.749903908018336,0.3449480486650013,98,2022-04-04
A1,14.74217342731622,6.3490686131912994,642.86,394,-5.370391796879916,-2.268161957919532,97,2022-04-05
A1,14.380749635710927,4.90380453959183,642.19,392,-4.293769208243933,-0.3248133192276158,96,2022-04-06
A1,8.868865861235935,4.49237298334905,642.07,392,-6.240944428612803,-0.6231248613956922,95,2022-04-07
A1,14.201056618757493,6.008105399476133,642.0,391,-2.842834248473993,0.7323635410095203,94,2022-04-08
A1,7.654404491126669,3.881941317498857,642.46,393,-2.036481818119192,-1.4347613935482524,93,2022-04-09
A1,14.4408568725644,3.5815193721965044,642.22,392,-3.9768630644057232,-0.3344600441878526,92,2022-04-10
A1,12.244368130849884,4.118496061139183,642.75,391,-4.9998883117583945,1.2985759686561464,91,2022-04-11
A1,12.944600901072706,4.914076941789814,642.85,393,-4.490851666244138,-0.5300435869749827,90,2022-04-12
A1,7.810093774430448,5.3754859948631335,642.21,392,-7.681993162908581,-1.8072761165806013,89,2022-04-13
A1,9.284873429606444,4.5084691653537785,642.29,392,-2.3215692389526184,-0.3325837347885972,88,2022-04-14
A1,11.62443118037793,4.842791691340267,642.01,393,-4.002549212640838,0.460243701279334,87,2022-04-15
A1,5.5119914553998886,6.054464378254773,642.68,392,-0.5944032764377116,-0.8856101513726733,86,2022-04-16
A1,7.516319302190486,5.38073947566296,642.53,396,-4.078218809624123,1.09810147929971,85,2022-04-17
A1,12.077228291519065,5.810674972794446,643.49,393,-6.1762328105659,0.0686827808970773,84,2022-04-18
A1,7.635395155424749,5.604647192980993,642.49,394,-5.561781334020362,-0.3323975470187509,83,2022-04-19
A1,10.771414271253166,4.534092531926915,642.55,393,-3.8892209698928,-0.2118343940831044,82,2022-04-20
A1,11.612225953098635,5.199568273954156,642.67,392,-2.002157703236815,-0.4638784274212323,81,2022-04-21
A1,11.640393937608431,5.2652788973179785,642.66,394,-3.792765631845996,1.9604359219975709,80,2022-04-22
A1,9.234184503262092,2.7597825453998204,642.68,393,-7.4925669293630675,0.8623180005647408,79,2022-04-23
A1,11.399747667228675,5.566216603022089,642.31,394,-8.664648680543065,-0.6774951922365268,78,2022-04-24
A1,7.833490168276596,3.719458860338695,642.66,393,-4.45548052382058,-1.345144066347579,77,2022-04-25
A1,8.314521144013993,5.929297620737849,642.64,394,-8.1544700612226,1.0081075258374463,76,2022-04-26
A1,11.184558576470266,4.413282168836561,642.38,391,-3.747236922437747,-1.3258540397220555,75,2022-04-27
A1,14.393216275617869,5.593862517136278,642.34,393,-7.711213536124744,0.6706413758287131,74,2022-04-28
A1,5.260651274988692,5.8492717044286815,642.67,394,-4.038545145645166,0.4565101563771978,73,2022-04-29
A1,6.139758412257257,5.805844977693316,642.81,393,-7.346459581985528,-0.6460807658493788,72,2022-04-30
A1,16.299553677952648,3.6049968692684464,642.63,394,-3.5555978211190222,-1.2018683212810068,71,2022-05-01
A1,13.230311283221244,5.805469752948342,643.3,393,-5.916440555751977,-0.6477005096851497,70,2022-05-02
A1,7.609842726322053,3.9890680636342686,643.39,392,-4.800109360549982,-0.029412439825856,69,2022-05-03
A1,15.357439579789984,4.332596945877847,642.48,393,-8.161959931590733,-0.6708335397586933,68,2022-05-04
A1,13.174296880631756,5.171053518420401,642.96,394,-7.019226204832835,-2.01328768695272,67,2022-05-05
A1,12.499748870279484,3.5288080888110622,642.49,392,-1.1765534744378896,-1.2181246052649344,66,2022-05-06
A1,9.813072334380204,4.741709542815991,642.99,393,-4.208605891190306,-0.5151761512912765,65,2022-05-07
A1,6.999794477884902,4.558438799690213,642.47,393,-6.478574529711138,1.4625762935671798,64,2022-05-08
A1,5.621772704108041,5.632445862720997,642.41,393,-8.249443994539448,0.5029583901997574,63,2022-05-09
A1,10.84975350345197,5.275661085075439,642.7,394,-3.0240234633943155,0.5459628388542037,62,2022-05-10
A1,10.595918247074898,5.156196778704595,643.01,391,-1.2729425312468945,0.6295953517006451,61,2022-05-11
A1,5.66628275090746,6.276953901200375,643.19,393,-4.435039183517005,0.5733642563738767,60,2022-05-12
A1,13.125758943116027,6.525007267872647,642.45,394,-3.631011991718303,-0.8025914776158867,59,2022-05-13
A1,13.163013399591714,4.034802041631437,642.85,393,-9.328223687788618,-0.577324982437994,58,2022-05-14
A1,16.252720781977988,4.484436362459576,642.45,392,-2.0405244341658357,0.918629461659596,57,2022-05-15
A1,8.400633519866746,5.187096132533091,642.84,393,-4.442387866605174,0.3860501518819276,56,2022-05-16
A1,9.36465448209575,6.510719684701241,642.43,394,-2.1086073085295864,0.7154245983653846,55,2022-05-17
A1,12.034154406068916,5.520101959078342,642.79,392,-5.019111425202462,-1.075554733857327,54,2022-05-18
A1,5.859947130256376,5.1574544910402045,643.11,394,-2.871991184823336,0.5724431522211866,53,2022-05-19
A1,10.88400403858648,5.729856877849373,643.05,393,-7.191851925713823,-2.309105867769876,52,2022-05-20
A1,11.12302514594355,4.020347782812786,642.39,394,-4.228265834378593,0.8718944226873759,51,2022-05-21
A1,10.449512985561288,7.113748856014626,642.51,392,-5.071289599682506,-0.5778228165262609,50,2022-05-22
A1,8.36006528306967,5.663377177402539,642.77,393,-2.998532105626228,0.2895354952047702,49,2022-05-23
A1,11.917557148476794,3.87885073590026,643.09,393,-6.411501237123437,-0.3571884749253031,48,2022-05-24
A1,9.831488604827133,4.5827165924996605,642.95,395,-4.620156689043,0.4926496651720908,47,2022-05-25
A1,4.841337672287286,3.857837437629312,642.72,392,-4.719189781637784,-0.2789032656240128,46,2022-05-26
A1,11.002437708449,3.904195946362985,642.25,393,-6.220449043762268,0.8708515445216614,45,2022-05-27
A1,13.136737737054384,6.527625124172971,643.02,392,-6.437829939902933,-0.3473679292916243,44,2022-05-28
A1,10.50305897627782,6.0431852488208175,642.9,394,-8.174853630561667,-1.410544509832645,43,2022-05-29
A1,10.75131062675983,5.314760304405977,643.06,394,-4.9513833991758816,0.2141746300499396,42,2022-05-30
A1,9.044478158674965,4.69461848009746,642.82,394,-4.716766382024339,1.5665890017116877,41,2022-05-31
A1,12.435369650689571,4.507553517849715,642.67,395,-5.088248261153772,-0.8476730906320341,40,2022-06-01
A1,6.8888050973012325,3.1574975835750227,642.99,393,-4.2186491525669245,0.3467521334910347,39,2022-06-02
A1,7.573237315233952,5.181495324690785,642.81,394,-5.192457304746779,-1.8862197543365469,38,2022-06-03
A1,9.272824048457926,3.5594071201939617,642.83,394,-4.211010355151903,1.8096398475184408,37,2022-06-04
A1,11.949261922951909,4.137334092382878,643.04,395,-3.692979731495028,0.2131459930189472,36,2022-06-05
A1,7.685891038370366,5.505476303488291,642.2,392,-5.6408588184664215,-0.1497426698256986,35,2022-06-06
A1,5.856868089509832,4.186372464189682,642.88,394,-4.861656048870104,0.2629005565960294,34,2022-06-07
A1,5.4926214607262205,5.395029838922422,642.89,394,-1.9493171156941165,-0.417107484648081,33,2022-06-08
A1,10.114444885810002,4.889136610500167,643.45,396,-3.961136844784654,0.1523509850313326,32,2022-06-09
A1,12.63192032178845,5.656696985172697,643.0,394,-2.5513787710488773,-1.5272414950226891,31,2022-06-10
A1,11.578415831139235,5.347297333631944,643.15,394,-6.572669512874487,0.8843190925973016,30,2022-06-11
A1,4.3397989513320905,3.983321540502847,642.85,393,-4.5486561097588885,-0.0147216090190646,29,2022-06-12
A1,5.461206918705732,5.602841800603118,643.17,394,-5.133297071451703,0.2922916925584081,28,2022-06-13
A1,6.145093157428128,4.594498539484294,642.76,393,-7.630882595963813,0.5415874299597236,27,2022-06-14
A1,10.362383446275633,4.405364574783153,643.34,395,-4.587655906551165,-0.3963483141970385,26,2022-06-15
A1,10.5477371539693,4.217120885352307,643.02,394,-6.264386921411844,1.5020108346995442,25,2022-06-16
A1,11.08862297607534,4.122153218995473,642.68,393,-6.135440323475126,0.6021671593898351,24,2022-06-17
A1,10.572458024864757,5.079777881438054,643.2,394,-5.3534413080414565,0.9872385803946636,23,2022-06-18
A1,13.5188082575961,5.784677349394974,642.92,395,0.6188872067406264,0.5911212840846328,22,2022-06-19
A1,15.756352892350025,5.193070927606653,643.26,395,-4.110565008952611,0.2524299419696854,21,2022-06-20
A1,10.211301708561187,5.69041853179051,643.33,393,-5.236146633151547,-1.0330452866833946,20,2022-06-21
A1,11.447523882235284,5.9973419106261625,642.97,395,0.5490345299414319,0.141319677447951,19,2022-06-22
A1,7.555770679377841,5.085463189140366,642.64,393,-6.946145872697798,-1.9152950697948103,18,2022-06-23
A1,4.603087933636028,4.581798082817454,643.61,394,-5.626094142914993,-0.1290798261717716,17,2022-06-24
A1,7.896222835962687,4.591441993922771,642.86,394,-6.79452022241209,1.623385221483202,16,2022-06-25
A1,10.751992994009209,5.654721650416322,643.79,396,-6.869434204656713,0.241867384664505,15,2022-06-26
A1,8.705838690671426,5.472623039137079,643.38,395,-1.2149406613548623,-0.5570930584727863,14,2022-06-27
A1,10.479937344498422,4.961101908337438,642.86,395,-4.6719178308059455,-0.0017238118686117,13,2022-06-28
A1,9.239084310591585,5.40742703499568,643.58,395,-9.2189402409592,1.9731475780762813,12,2022-06-29
A1,9.163258303730066,5.113807390681059,643.44,397,-4.364171601712263,0.7368996077117969,11,2022-06-30
A1,7.078370411298794,5.300740610247081,644.21,397,-3.3599276261631603,-0.3528183370670765,10,2022-07-01
A1,12.671466475263474,5.473610579224932,643.24,396,-8.467669118960675,-1.2608121282620433,9,2022-07-02
A1,9.170136538408968,6.264942961129121,644.07,395,-4.19427054615678,2.102328490423281,8,2022-07-03
A1,14.458246893336,4.871484134510491,643.8,395,-4.522985544071908,0.0984611492032634,7,2022-07-04
A1,5.462618803589812,3.3261980851859296,643.51,397,-5.009584361361682,0.1318264993187218,6,2022-07-05
A1,10.55748954661373,6.094717949376808,643.32,396,-3.107375522660337,0.6104488882324004,5,2022-07-06
A10,12.015035224463078,3.3706200376980817,641.92,391,-0.3287837005424787,-1.152838786453688,221,2022-01-01
A10,10.95868490954478,6.336130434887616,642.22,390,-4.233708440839311,-0.4475858485436197,220,2022-01-02
A10,10.818693417314,3.8685480593652697,642.16,392,-6.1153499485487846,1.0696785654948442,219,2022-01-03
A10,5.346552332900169,6.120484485046742,642.14,391,-4.998172927308879,0.0195237085544773,218,2022-01-04
A10,8.411798844915166,5.5884157014928935,642.13,392,-3.4863257985831044,0.1184327142331675,217,2022-01-05
A10,8.220564920326941,5.315488772298832,641.99,390,-6.842633938924247,0.5835277592323416,216,2022-01-06
A10,11.741645579746235,5.986727827798218,642.44,391,-1.2738717811581606,2.6423225787192783,215,2022-01-07
A10,9.516275629016183,4.618419611454948,641.61,391,-3.229932100668844,0.286270587610446,214,2022-01-08
A10,7.850301429784698,5.122082796665146,641.78,392,-5.838008478303497,-0.1354158976254078,213,2022-01-09
A10,6.91897707085986,3.0802970357701467,642.02,392,-6.19356898812892,0.4865505084803318,212,2022-01-10
A10,6.9425697161484825,4.6903806466271485,642.48,391,-3.054540351350989,-0.0363657583719062,211,2022-01-11
A10,11.441436875960267,4.6046177607560335,642.2,392,-5.614640163991043,1.0694641086888208,210,2022-01-12
A10,12.124370040379114,5.987374112595828,641.98,391,-4.649529228548098,-1.326556736057951,209,2022-01-13
A10,11.43207959794858,6.249856412203237,642.03,393,-1.8967250324287253,0.2906812964601519,208,2022-01-14
A10,11.562836326837628,4.717554408624767,642.3,393,-6.189605262495872,-0.0287722521569588,207,2022-01-15
A10,12.039382853618154,7.123893568205148,641.87,392,-6.333482061784013,0.5393982467833689,206,2022-01-16
A10,9.843197752809289,5.283839013662064,641.79,392,-4.0691917804354665,-2.097987966230473,205,2022-01-17
A10,10.897420330937717,3.7966718608677232,641.87,392,-4.4399294567524406,0.0148937830735708,204,2022-01-18
A10,9.2477128795761,5.883236221120505,642.29,391,-3.8259640741967713,-1.731409700647029,203,2022-01-19
A10,10.921618532688274,6.945694525916758,641.88,392,-4.6632676361470935,-0.6725387408476987,202,2022-01-20
A10,9.031861070948944,6.607145772190609,642.14,391,-3.2179742313002766,-2.1539085913162124,201,2022-01-21
A10,11.510229485296705,6.025101395855838,642.28,393,-4.447560920596387,-0.6543749378197282,200,2022-01-22
A10,11.377102924771233,4.82180133534677,642.36,392,-3.986634673192932,-0.2479046577268189,199,2022-01-23
A10,7.756458220708373,3.946073252956957,642.0,391,-1.6205534819225798,0.8374519164847912,198,2022-01-24
A10,5.779846567878738,5.693085822320362,642.76,391,-7.680138112643647,0.948386390494322,197,2022-01-25
A10,9.126496307220618,4.456092980125892,642.48,392,-5.7561400073449365,0.4261218712188581,196,2022-01-26
A10,9.400783030158578,5.62401277140689,642.17,392,-4.006973821314272,-0.7050920979409236,195,2022-01-27
A10,9.24682926807031,7.01223391985009,641.74,391,-8.71197063776239,-0.4524618684430189,194,2022-01-28
A10,9.203994249584149,7.157074571595131,641.47,391,-7.808535337725347,0.1234201659623985,193,2022-01-29
A10,3.074914399192884,4.768810922336157,641.9,390,-6.401729517653438,-0.8217693641985399,192,2022-01-30
A10,12.399862321737178,5.060921275133941,642.2,391,-7.679842958922324,-1.1713806280117305,191,2022-01-31
A10,8.635773470409324,2.84668427394325,641.84,391,-4.817594803776804,-0.6532456745130975,190,2022-02-01
A10,12.74336992606333,5.544504836345471,642.55,392,-5.751638318579875,-0.1401899585805059,189,2022-02-02
A10,6.869860727971616,6.942912950901895,642.52,390,-2.6422672655049904,1.3776604146172586,188,2022-02-03
A10,13.426644856525126,5.392171236786852,642.0,392,-3.6434495992369,1.1078987776380662,187,2022-02-04
A10,9.04960007284125,4.930071777755443,641.46,392,-3.536710748588558,0.4057754694881321,186,2022-02-05
A10,15.277450889265689,3.4510713208626536,641.97,392,-4.9016294911392775,-0.2405289945208187,185,2022-02-06
A10,11.265295519620745,3.061291989619236,642.2,390,-2.288290022746148,-0.5083834365670036,184,2022-02-07
A10,6.8755010150135485,6.392746948904471,642.78,390,-1.9399876230343944,0.3979478759943882,183,2022-02-08
A10,6.416303161081348,7.302541006636948,642.12,391,-5.214607905770356,-0.5634233963887252,182,2022-02-09
A10,12.715345184838776,4.421993072619307,641.64,392,-5.377885958382177,-0.3533314272806165,181,2022-02-10
A10,15.670588143409503,5.301859165894723,641.48,392,-5.9685936901043855,-1.1118537839150375,180,2022-02-11
A10,7.307206521344958,2.7631038822492204,642.67,390,-4.977975967949896,-0.3989982131784396,179,2022-02-12
A10,12.867963120238771,5.17004803119678,642.14,391,-6.630666356424004,0.401461162450522,178,2022-02-13
A10,9.96625301712262,7.88591600678325,642.03,391,-8.25998906330531,0.7470258973037716,177,2022-02-14
A10,11.313263878980289,3.002196325830493,642.03,393,-3.5278424236604096,1.095009588417024,176,2022-02-15
A10,8.240825803456342,4.759422507153028,642.08,390,-3.65551409086138,0.3270265147455812,175,2022-02-16
A10,8.644696485478883,4.467290192596453,641.97,391,-6.661101215608518,1.349303313911241,174,2022-02-17
A10,9.906933615784322,5.140354804554286,642.24,392,-3.5922265759250784,0.3710664658048431,173,2022-02-18
A10,11.303287883103206,4.76129061916093,641.87,392,-4.642741067608955,-1.3511658937971744,172,2022-02-19
A10,7.023626982009997,3.0263646353099287,642.2,392,-4.263724597182762,-1.4150687387286818,171,2022-02-20
A10,5.790098681242683,5.225312804274129,641.76,392,-3.178456344213875,0.2722063618084755,170,2022-02-21
A10,10.361847892908642,4.811390535528506,641.76,391,-7.488261790719378,-0.6670629258842274,169,2022-02-22
A10,10.59222437982178,5.0741996128706415,641.84,393,-2.6019692288132843,-1.5362724861021682,168,2022-02-23
A10,11.478083772633454,4.1251378894037085,641.76,390,-5.624429932848893,1.8691403690533264,167,2022-02-24
A10,8.168487957743451,4.238622523897574,642.21,391,-6.786277227837331,1.7566774180095523,166,2022-02-25
A10,14.321256183158546,4.266069699156144,641.82,391,-1.2039302863495775,0.7157006986406174,165,2022-02-26
A10,12.592682565035824,3.9952899468579264,642.15,391,-8.875422288857028,0.5481427757616569,164,2022-02-27
A10,0.5840457789581457,4.5294418940686665,642.3,392,-4.986522804521588,-1.7259477446534135,163,2022-02-28
A10,17.73483846152225,4.836664615610507,642.04,391,-3.8588302463248505,-2.329115513987833,162,2022-03-01
A10,5.392786256073025,6.242341773039478,642.28,391,-4.239594575825022,0.6951377334043715,161,2022-03-02
A10,8.601329831620944,3.7637531633973618,642.52,392,-5.904026068692214,-1.3488804300359816,160,2022-03-03
A10,10.52281086927012,3.8724626512447857,641.54,393,-4.823105500392089,0.8700735801677401,159,2022-03-04
A10,10.12071514306665,3.92787520415937,642.17,389,-4.425536371258418,-0.1222950295294651,158,2022-03-05
A10,13.030768739409114,4.802120289641671,642.34,390,-6.072858048504406,1.4868661886882142,157,2022-03-06
A10,7.811540447642938,2.632012910208548,641.95,391,-7.382165686413923,-0.8691095478827309,156,2022-03-07
A10,6.626201860957724,5.721370591952256,642.04,390,-5.780825451046015,0.4372430456430584,155,2022-03-08
A10,7.343958291532563,4.3509737086684845,641.8,393,-4.662910556928746,0.0585006439259163,154,2022-03-09
A10,12.822169710372911,5.458577017314372,642.21,392,-7.659836428372424,-0.2719456313134876,153,2022-03-10
A10,17.428613197784472,3.4292100766416205,642.01,391,-4.583761333741975,2.229672634122109,152,2022-03-11
A10,6.728791582698094,4.558196402382756,641.76,392,-8.832442965538393,2.33634134147929,151,2022-03-12
A10,10.125088771422812,6.391429800112263,642.18,391,-6.654229775567807,-1.044553602871445,150,2022-03-13
A10,11.24929799434295,3.796710095767767,641.96,392,-3.6638333250887416,-0.1534363279136451,149,2022-03-14
A10,10.262769714613835,4.988029695422812,642.17,391,-6.2893637263204125,-2.2101148731501965,148,2022-03-15
A10,7.994137584565473,4.032287723282929,642.01,391,-4.0008101877760565,0.3081107788122697,147,2022-03-16
A10,10.44020112760226,3.839775054452366,641.99,392,-4.60357309996937,-0.0067935069136498,146,2022-03-17
